FID,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,the_geom,FOTOGRAAF,FOTO_GROOT,BOUWJAAR
Molens.57,57,Strijkmolen K,Rustenburg,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,531077,00167,https://zoeken.allemolens.nl/tenbruggencatenummer/00167,https://images.memorix.nl/rce/thumb/350x350/7a870b98-ea80-e909-0725-a377ee645f9c.jpg,poldermolen,POINT (119902.00000020201 516461.0000009501),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7a870b98-ea80-e909-0725-a377ee645f9c.jpg,1631
Molens.58,58,Strijkmolen I,Rustenburg,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,531078,00168,https://zoeken.allemolens.nl/tenbruggencatenummer/00168,https://images.memorix.nl/rce/thumb/350x350/3250bfbe-0c51-652e-3c02-49e96719f454.jpg,poldermolen,POINT (120033.9999997114 516440.0000035395),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3250bfbe-0c51-652e-3c02-49e96719f454.jpg,1864
Molens.59,59,De Otter,Oterleek,windmolen,korenmolen,8-kante grondzeiler,bestaand,33097,00170,https://zoeken.allemolens.nl/tenbruggencatenummer/00170,https://images.memorix.nl/rce/thumb/350x350/0bbb8933-ec41-9e69-4e0b-57e3b2f7c06f.jpg,korenmolen,POINT (117310.99999988702 516251.99999922176),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0bbb8933-ec41-9e69-4e0b-57e3b2f7c06f.jpg,1900
Molens.60,60,Strijkmolen Geestmerambacht / Ambachtsmolen,Oudorp (Alkmaar),windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,7472,00175,https://zoeken.allemolens.nl/tenbruggencatenummer/00175,https://images.memorix.nl/rce/thumb/350x350/00335264-b6be-f883-144f-44cd0a284b55.jpg,poldermolen,POINT (113886.99999996666 516447.00000506546),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/00335264-b6be-f883-144f-44cd0a284b55.jpg,1632
Molens.61,61,Sint Victor,Heeze,windmolen,korenmolen,ronde stenen beltmolen,bestaand,21292,00179,https://zoeken.allemolens.nl/tenbruggencatenummer/00179,https://images.memorix.nl/rce/thumb/350x350/b4a96f03-45e5-736d-fb3f-8c7f707a38ce.jpg,korenmolen,POINT (168068.99999985882 376122.9999987516),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b4a96f03-45e5-736d-fb3f-8c7f707a38ce.jpg,1852
Molens.62,62,Sint Anna,Weert-Keent,windmolen,korenmolen,ronde stenen beltmolen,bestaand,38464,00182,https://zoeken.allemolens.nl/tenbruggencatenummer/00182,https://images.memorix.nl/rce/thumb/350x350/75ce6b26-c546-1347-2271-9397be09f32a.jpg,korenmolen,POINT (176947.99999967925 360693.0000030881),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/75ce6b26-c546-1347-2271-9397be09f32a.jpg,1912
Molens.63,63,Sint Anna,Tungelroy,windmolen,korenmolen,ronde stenen beltmolen,bestaand,38471,00183,https://zoeken.allemolens.nl/tenbruggencatenummer/00183,https://images.memorix.nl/rce/thumb/350x350/1837c963-9cb8-ad0b-29c3-6456f8d6170e.jpg,korenmolen,POINT (179185.99999978955 358260.9999964549),onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1837c963-9cb8-ad0b-29c3-6456f8d6170e.jpg,1875
Molens.64,64,De Nijverheid/Molen van Nijs,Stramproy,windmolen,korenmolen,ronde stenen beltmolen,bestaand,34919,00184,https://zoeken.allemolens.nl/tenbruggencatenummer/00184,https://images.memorix.nl/rce/thumb/350x350/705f6849-adf8-5a9a-48bf-2819cd91aa3f.jpg,korenmolen,POINT (177875.99999993248 356227.9999944648),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/705f6849-adf8-5a9a-48bf-2819cd91aa3f.jpg,1903
Molens.65,65,Sint Jan,Stramproy,windmolen,korenmolen,standerdmolen (gesloten),bestaand,34918,00185,https://zoeken.allemolens.nl/tenbruggencatenummer/00185,https://images.memorix.nl/rce/thumb/350x350/96ba5605-751f-3d27-579d-b6577af994d0.jpg,korenmolen,POINT (178791.99999974025 356179.9999969193),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/96ba5605-751f-3d27-579d-b6577af994d0.jpg,1804
Molens.66,66,Sint Hubertus,Klein Genhout,windmolen,korenmolen,standerdmolen (half gesloten),bestaand,8768,00193,https://zoeken.allemolens.nl/tenbruggencatenummer/00193,https://images.memorix.nl/rce/thumb/350x350/40f6382a-d324-88ff-5285-f99b9ecc0538.jpg,korenmolen,POINT (184609.99999968775 325855.0000002143),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/40f6382a-d324-88ff-5285-f99b9ecc0538.jpg,1801
Molens.67,67,Standerdmolen Urmond,Urmond,windmolen,korenmolen,standerdmolen (half gesloten),bestaand,34855,00195,https://zoeken.allemolens.nl/tenbruggencatenummer/00195,https://images.memorix.nl/rce/thumb/350x350/eac04313-87cd-8124-941d-9815392e54c5.jpg,korenmolen,POINT (182352.00000006653 333858.00000328576),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/eac04313-87cd-8124-941d-9815392e54c5.jpg,1805
Molens.68,68,De Hompesche  Molen,Stevensweert,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,34905,00197,https://zoeken.allemolens.nl/tenbruggencatenummer/00197,https://images.memorix.nl/rce/thumb/350x350/9c8cc68d-dff4-1f63-9ddd-6618860eefe6.jpg,korenmolen,POINT (186433.99999986205 347979.00000399136),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9c8cc68d-dff4-1f63-9ddd-6618860eefe6.jpg,1722
Molens.69,69,Leonardusmolen,Maasbracht,windmolen,korenmolen,ronde stenen beltmolen,bestaand,419583,00200,https://zoeken.allemolens.nl/tenbruggencatenummer/00200,https://images.memorix.nl/rce/thumb/350x350/88390556-d272-0def-694a-dd73d2a09bd4.jpg,korenmolen,POINT (190292.00000012215 350579.99999671226),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/88390556-d272-0def-694a-dd73d2a09bd4.jpg,1867
Molens.70,70,Kapelse Meule / Kepelse Meule,Roermond,windmolen,korenmolen,ronde stenen beltmolen,restant,520567,00203,https://zoeken.allemolens.nl/tenbruggencatenummer/00203,https://images.memorix.nl/rce/thumb/350x350/97ad420a-3672-4098-f0cb-cecb92de73df.jpg,korenmolen,POINT (197900.0000003471 354735.99999955867),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/97ad420a-3672-4098-f0cb-cecb92de73df.jpg,1882
Molens.71,71,Gitstappermolen,Etsberg/Vlodrop,watermolen,korenmolen,watergedreven molen met middenslagrad,bestaand,37867,00209,https://zoeken.allemolens.nl/tenbruggencatenummer/00209,https://images.memorix.nl/rce/thumb/350x350/9bcb6d19-00a3-023d-7d03-698d4d767818.jpg,korenmolen,POINT (205500.00000000244 350050.0000005814),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9bcb6d19-00a3-023d-7d03-698d4d767818.jpg,onbekend
Molens.72,72,Vlodroppermolen,Vlodrop,watermolen,korenmolen,watergedreven molen met turbine,bestaand,geen  rijksmonument,00210,https://zoeken.allemolens.nl/tenbruggencatenummer/00210,https://images.memorix.nl/rce/thumb/350x350/4ec5c163-385d-f330-64a5-40187ce70f33.jpg,korenmolen,POINT (204025.9999997521 349917.99999753025),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4ec5c163-385d-f330-64a5-40187ce70f33.jpg,1875
Molens.73,73,Sint Antonius,Kessel,windmolen,korenmolen,standerdmolen (gesloten),bestaand,23644,00215,https://zoeken.allemolens.nl/tenbruggencatenummer/00215,https://images.memorix.nl/rce/thumb/350x350/d19fdab1-77e4-99c7-ba1b-d5c5c33b57bd.jpg,korenmolen,POINT (201049.99999986673 367376.9999950904),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d19fdab1-77e4-99c7-ba1b-d5c5c33b57bd.jpg,1878
Molens.74,74,Eendracht Maakt Macht,Meterik,windmolen,korenmolen,ronde stenen beltmolen,bestaand,22654,00224,https://zoeken.allemolens.nl/tenbruggencatenummer/00224,https://images.memorix.nl/rce/thumb/350x350/0160f7b0-6ed8-37b9-7daf-1f998fe20d12.jpg,korenmolen,POINT (199063.00000015227 385722.0000054341),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0160f7b0-6ed8-37b9-7daf-1f998fe20d12.jpg,1899
Molens.75,75,Geijsterense Molen,Geysteren/Geijsteren,watermolen,korenmolen,watergedreven molen met onderslagrad,restant,geen  rijksmonument,00229,https://zoeken.allemolens.nl/tenbruggencatenummer/00229,https://images.memorix.nl/rce/thumb/350x350/951719dd-c496-6c66-ce27-b281f70afece.jpg,korenmolen,POINT (201312.00000007398 396281.99999518506),G.Th. Delemarre (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/951719dd-c496-6c66-ce27-b281f70afece.jpg,onbekend
Molens.76,76,Molen  van den Berg / Zelden Goed,Boxmeer,windmolen,korenmolen,ronde stenen beltmolen,restant,geen  rijksmonument,00233,https://zoeken.allemolens.nl/tenbruggencatenummer/00233,https://images.memorix.nl/rce/thumb/350x350/05b511d8-dc41-c313-c4cb-b055e154fca9.jpg,korenmolen,POINT (193343.0820378618 407078.2046769719),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/05b511d8-dc41-c313-c4cb-b055e154fca9.jpg,1857
Molens.77,77,Rijn en Zon,Utrecht,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,36000,00237,https://zoeken.allemolens.nl/tenbruggencatenummer/00237,https://images.memorix.nl/rce/thumb/350x350/051fbc8f-73c0-50e4-133e-aa8a9ec84d92.jpg,korenmolen,POINT (136384.00000005472 456818.9999958909),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/051fbc8f-73c0-50e4-133e-aa8a9ec84d92.jpg,onbekend
Molens.78,78,d' Admiraal,Amsterdam-Buiksloot,windmolen,krijtmolen,8-kante stellingmolen,bestaand,6609,00238,https://zoeken.allemolens.nl/tenbruggencatenummer/00238,https://images.memorix.nl/rce/thumb/350x350/586f9198-22b3-23c7-0497-af713dc009d0.jpg,industriemolen,POINT (123434.00000025585 490627.00000159815),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/586f9198-22b3-23c7-0497-af713dc009d0.jpg,1792
Molens.79,79,De Nekkermolen,Neck,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,32193,00242,https://zoeken.allemolens.nl/tenbruggencatenummer/00242,https://images.memorix.nl/rce/thumb/350x350/64475891-06fa-7ce6-9c36-e7de527fdfdd.jpg,poldermolen,POINT (123263.99999984002 502795.99999479693),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/64475891-06fa-7ce6-9c36-e7de527fdfdd.jpg,onbekend
Molens.80,80,De Vrijheid,Beesd,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,16467,00250,https://zoeken.allemolens.nl/tenbruggencatenummer/00250,https://images.memorix.nl/rce/thumb/350x350/b27cb7bb-684a-929c-8f21-9cb02ff35b03.jpg,korenmolen,POINT (142073.0000002817 432767.9999986858),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b27cb7bb-684a-929c-8f21-9cb02ff35b03.jpg,onbekend
Molens.81,81,Johanna,Culemborg,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,11580,00258,https://zoeken.allemolens.nl/tenbruggencatenummer/00258,https://images.memorix.nl/rce/thumb/350x350/605f37fc-ffb4-3ace-4127-cea2d6205238.jpg,korenmolen,POINT (143258.00000001348 440187.0000049025),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/605f37fc-ffb4-3ace-4127-cea2d6205238.jpg,1888
Molens.82,82,De Renkumse Molen (vh. De Hoop),Renkum,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,527643,00262,https://zoeken.allemolens.nl/tenbruggencatenummer/00262,https://images.memorix.nl/rce/thumb/350x350/1f1699ad-b379-d6b0-3c89-6c772450a826.jpg,korenmolen,POINT (178524.99999983737 443006.99999995646),Jan van Galen (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1f1699ad-b379-d6b0-3c89-6c772450a826.jpg,1858
Molens.83,83,De Witte Molen,Nijmegen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,31207,00266,https://zoeken.allemolens.nl/tenbruggencatenummer/00266,https://images.memorix.nl/rce/thumb/350x350/d3405ebd-2afe-8577-379f-6b67b8ee5a18.jpg,korenmolen,POINT (186397.00000002474 427664.99999803805),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d3405ebd-2afe-8577-379f-6b67b8ee5a18.jpg,1760
Molens.84,84,De Zuidmolen,Groesbeek,windmolen,korenmolen,ronde stenen beltmolen,bestaand,18170,00276,https://zoeken.allemolens.nl/tenbruggencatenummer/00276,https://images.memorix.nl/rce/thumb/350x350/a41b2b45-ea3b-a403-4eb5-bfdff7ca585c.jpg,korenmolen,POINT (192715.0000002402 420646.999996683),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a41b2b45-ea3b-a403-4eb5-bfdff7ca585c.jpg,1857
Molens.85,85,De Hoop,Arnhem (Elden),windmolen,korenmolen,ronde stenen beltmolen,bestaand,8387,00279,https://zoeken.allemolens.nl/tenbruggencatenummer/00279,https://images.memorix.nl/rce/thumb/350x350/14d21821-42a2-21c9-10d2-5e2e38aeb27b.jpg,korenmolen,POINT (189024.00000023388 441068.00000508473),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/14d21821-42a2-21c9-10d2-5e2e38aeb27b.jpg,1846
Molens.86,86,De Zwaan,Ouderkerk aan de Amstel,windmolen,poldermolen,8-kante grondzeiler,bestaand,31952,00280,https://zoeken.allemolens.nl/tenbruggencatenummer/00280,https://images.memorix.nl/rce/thumb/350x350/05e97919-3846-d3a0-6988-ee2e85bdf05f.jpg,poldermolen,POINT (122096.00000026349 479598.0000034353),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/05e97919-3846-d3a0-6988-ee2e85bdf05f.jpg,1638
Molens.87,87,Stammermolen,Diemen,windmolen,poldermolen,8-kante grondzeiler,restant,527503,00281,https://zoeken.allemolens.nl/tenbruggencatenummer/00281,https://images.memorix.nl/rce/thumb/350x350/2510abb7-7b66-49f2-266f-2216e1982729.jpg,poldermolen,POINT (128044.99999973559 481967.9999949496),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2510abb7-7b66-49f2-266f-2216e1982729.jpg,1875
Molens.88,88,Gemeenschapsmolen No. 1 (Gaaspermolen),Driemond,windmolen,poldermolen,8-kante grondzeiler,bestaand,504564,00282,https://zoeken.allemolens.nl/tenbruggencatenummer/00282,https://images.memorix.nl/rce/thumb/350x350/a810bee0-e277-b209-777b-14d56a92336e.jpg,poldermolen,POINT (128848.00000033452 480406.0000033539),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a810bee0-e277-b209-777b-14d56a92336e.jpg,onbekend
Molens.89,89,Garstenmolen,Nigtevecht,windmolen,poldermolen,8-kante grondzeiler,bestaand,30632,00284,https://zoeken.allemolens.nl/tenbruggencatenummer/00284,https://images.memorix.nl/rce/thumb/350x350/914f55bf-c829-36ba-db21-173c1c76753f.jpg,poldermolen,POINT (130332.00000005905 475215.9999957574),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/914f55bf-c829-36ba-db21-173c1c76753f.jpg,1876
Molens.90,90,Molen van De Stichts-Ankeveensepolder,Nederhorst den Berg,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,30313,00286,https://zoeken.allemolens.nl/tenbruggencatenummer/00286,https://images.memorix.nl/rce/thumb/350x350/67ad9b73-f480-570b-68c9-f66c07c20aff.jpg,poldermolen,POINT (132101.00000012905 475200.00000429933),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/67ad9b73-f480-570b-68c9-f66c07c20aff.jpg,onbekend
Molens.91,91,Hoekermolen,Vreeland,windmolen,poldermolen,8-kante grondzeiler,bestaand,26150,00287,https://zoeken.allemolens.nl/tenbruggencatenummer/00287,https://images.memorix.nl/rce/thumb/350x350/ae727f8f-0ccf-93a3-df1b-aec8fe25eeae.jpg,poldermolen,POINT (131079.99999986152 473889.99999982835),A.J. van der Wal (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ae727f8f-0ccf-93a3-df1b-aec8fe25eeae.jpg,1874
Molens.92,92,Den Olden Florus of Kallenbroeker Molen,Terschuur,windmolen,korenmolen,standerdmolen (gesloten),bestaand,8627,00290,https://zoeken.allemolens.nl/tenbruggencatenummer/00290,https://images.memorix.nl/rce/thumb/350x350/0305521d-f3c1-96b7-8bae-2e2f264ec264.jpg,korenmolen,POINT (162944.9999997991 463398.00000212895),Jos Stöver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0305521d-f3c1-96b7-8bae-2e2f264ec264.jpg,onbekend
Molens.93,93,De Aalstermolen,Aalst,windmolen,korenmolen,ronde stenen beltmolen,bestaand,38186,00294,https://zoeken.allemolens.nl/tenbruggencatenummer/00294,https://images.memorix.nl/rce/thumb/350x350/68832073-1e97-3e3c-0519-523f73a61bbd.jpg,korenmolen,POINT (160893.00000008484 378549.0000046777),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/68832073-1e97-3e3c-0519-523f73a61bbd.jpg,1904
Molens.94,94,De Venbergse Watermolen,Valkenswaard,watermolen,korenmolen,watergedreven molen met onderslagrad,bestaand,36872,00295,https://zoeken.allemolens.nl/tenbruggencatenummer/00295,https://images.memorix.nl/rce/thumb/350x350/19e8131c-061e-30c5-ee02-eda336d28ba6.jpg,korenmolen,POINT (159000.00000027235 371999.99999743886),onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/19e8131c-061e-30c5-ee02-eda336d28ba6.jpg,1895
Molens.95,95,De Sluismolen,Koedijk (Alkmaar),windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,7235,00312,https://zoeken.allemolens.nl/tenbruggencatenummer/00312,https://images.memorix.nl/rce/thumb/350x350/69f18c27-baf9-a9af-7921-bdbed80b6d6f.jpg,poldermolen,POINT (111519.00000032791 519341.00000464846),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/69f18c27-baf9-a9af-7921-bdbed80b6d6f.jpg,onbekend
Molens.96,96,De Grebmolen,Schoorldam,windmolen,poldermolen,8-kante grondzeiler,bestaand,38281,00318,https://zoeken.allemolens.nl/tenbruggencatenummer/00318,https://images.memorix.nl/rce/thumb/350x350/bc464e1c-9dbf-e68e-ac04-5bf31fd7c466.jpg,poldermolen,POINT (110781.00000014197 523679.00000525),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bc464e1c-9dbf-e68e-ac04-5bf31fd7c466.jpg,1875
Molens.97,97,Molen F,Burgerbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41920,00322,https://zoeken.allemolens.nl/tenbruggencatenummer/00322,https://images.memorix.nl/rce/thumb/350x350/355791a1-e327-9700-1eef-21650580072f.jpg,poldermolen,POINT (108396.00000006898 528539.0000011427),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/355791a1-e327-9700-1eef-21650580072f.jpg,1890
Molens.98,98,Molen L-Q,Burgervlotbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41923,00323,https://zoeken.allemolens.nl/tenbruggencatenummer/00323,https://images.memorix.nl/rce/thumb/350x350/604a06e1-51f0-1082-0ef0-b9bd91707fdb.jpg,poldermolen,POINT (107457.99999986289 528984.0000049559),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/604a06e1-51f0-1082-0ef0-b9bd91707fdb.jpg,1597
Molens.99,99,Molen Zuider G,Burgerbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41921,00324,https://zoeken.allemolens.nl/tenbruggencatenummer/00324,https://images.memorix.nl/rce/thumb/350x350/8637f2bf-4323-002d-f326-ee2cc94f3a2c.jpg,poldermolen,POINT (109063.0000003211 529893.9999990561),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8637f2bf-4323-002d-f326-ee2cc94f3a2c.jpg,onbekend
Molens.100,100,Molen Noorder G,Sint Maartensbrug,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,41925,00326,https://zoeken.allemolens.nl/tenbruggencatenummer/00326,https://images.memorix.nl/rce/thumb/350x350/61d073ed-71d5-7559-7d49-04b140f5252c.jpg,poldermolen,POINT (110118.99999977383 532039.0000047748),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/61d073ed-71d5-7559-7d49-04b140f5252c.jpg,onbekend
Molens.101,101,Molen van de Polder Valkkoog/De Groenvelder,Groenveld / Sint Maarten,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,33621,00329,https://zoeken.allemolens.nl/tenbruggencatenummer/00329,https://images.memorix.nl/rce/thumb/350x350/153982e1-f13a-01c7-3ed8-ff36fcc13cd2.jpg,poldermolen,POINT (113709.00000032902 530959.0000021996),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/153982e1-f13a-01c7-3ed8-ff36fcc13cd2.jpg,onbekend
Molens.102,102,De Hoop,Wieringerwaard,windmolen,korenmolen,8-kante grondzeiler binnenkruier,bestaand,8699,00341,https://zoeken.allemolens.nl/tenbruggencatenummer/00341,https://images.memorix.nl/rce/thumb/350x350/30045c16-0065-03a8-3df9-b564e07f28b0.jpg,korenmolen,POINT (119579.99999993338 539671.0000037506),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/30045c16-0065-03a8-3df9-b564e07f28b0.jpg,1742
Molens.103,103,De Hoop,Den Oever,windmolen,korenmolen,8-kante grondzeiler,bestaand,38930,00345,https://zoeken.allemolens.nl/tenbruggencatenummer/00345,https://images.memorix.nl/rce/thumb/350x350/e84cd374-fc52-2135-ddbb-27f985d40bfe.jpg,korenmolen,POINT (130881.99999972506 549790.0000015872),G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e84cd374-fc52-2135-ddbb-27f985d40bfe.jpg,1672
Molens.104,104,De Onderneming,Hippolytushoef,windmolen,korenmolen,8-kante grondzeiler,bestaand,38925,00347,https://zoeken.allemolens.nl/tenbruggencatenummer/00347,https://images.memorix.nl/rce/thumb/350x350/df04b6af-758a-cf70-0757-f4f68aabe15b.jpg,korenmolen,POINT (125432.00000022713 546249.0000032599),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/df04b6af-758a-cf70-0757-f4f68aabe15b.jpg,1851
