OID_,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,FOTOGRAAF,FOTO_GROOT,BOUWJAAR,x,y
1491,1492,"Polder Middelblok en Veerstalblok, deel Middelblok/ De Drie Gebroeders",Gouderak,windmolen,poldermolen,stellingmolen,restant,geen  rijksmonument,00918 d,https://zoeken.allemolens.nl/tenbruggencatenummer/00918 d,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45922,poldermolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45922,1869,106601,444949
1492,1493,Polder Berkenwoude/ De Berkouse Molen/ Hoge Molen,Ouderkerk aan den IJssel,windmolen,poldermolen,stellingmolen,restant,geen  rijksmonument,00922 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00922 a,https://images.memorix.nl/rce/thumb/350x350/3c38daf0-a8ac-6d99-dd09-b9e073102c48.jpg,poldermolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3c38daf0-a8ac-6d99-dd09-b9e073102c48.jpg,1867,104377,440724
1493,1494,"Eendragtspolder, Nr. 1 , Noordelijke bovenste middelmolen",Zevenhuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00927,https://zoeken.allemolens.nl/tenbruggencatenummer/00927,https://images.memorix.nl/rce/thumb/350x350/4b75dbb1-8ec9-45a5-1f51-672221fc5d27.jpg,poldermolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4b75dbb1-8ec9-45a5-1f51-672221fc5d27.jpg,1757,100682,445046
1494,1495,"Eendragtspolder, Nr. 2, Zuidelijke bovenste middelmolen",Zevenhuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00928,https://zoeken.allemolens.nl/tenbruggencatenummer/00928,https://images.memorix.nl/rce/thumb/350x350/c5fb93e0-1dd9-3869-ce34-9b9364a4f516.jpg,poldermolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c5fb93e0-1dd9-3869-ce34-9b9364a4f516.jpg,1757,100728,444938
1495,1496,"Bleiswijkse Droogmakerij, No. 15/ B2 bovenmolen",Bleiswijk,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00932 c,https://zoeken.allemolens.nl/tenbruggencatenummer/00932 c,https://images.memorix.nl/rce/thumb/350x350/40fc8bea-98cf-210b-3be5-8167088b19ed.jpg,poldermolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/40fc8bea-98cf-210b-3be5-8167088b19ed.jpg,1773,97561,447799
1496,1497,"Binnenwegsepolder, No. 5, bovenmolen",Bleiswijk,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00936 k,https://zoeken.allemolens.nl/tenbruggencatenummer/00936 k,https://images.memorix.nl/rce/thumb/350x350/d469cb97-3c04-1e4a-bc02-ca2741de7df0.jpg,poldermolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d469cb97-3c04-1e4a-bc02-ca2741de7df0.jpg,1701,96542,451244
1497,1498,"Palensteinse polder, bovenmolen/ Elleboogsche molen",Zoetermeer,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00939,https://zoeken.allemolens.nl/tenbruggencatenummer/00939,https://images.memorix.nl/rce/thumb/350x350/32812df7-5f9b-9f48-c28a-703a6af1ede3.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/32812df7-5f9b-9f48-c28a-703a6af1ede3.jpg,1759,95140,455900
1498,1499,"Palensteinse polder, middenmolen",Zoetermeer,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00940,https://zoeken.allemolens.nl/tenbruggencatenummer/00940,https://images.memorix.nl/rce/thumb/350x350/93ab6158-55db-baf4-220c-ffb224a4261e.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/93ab6158-55db-baf4-220c-ffb224a4261e.jpg,1759,95351,455579
1499,1500,"Palensteinse polder, ondermolen",Zoetermeer,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00941,https://zoeken.allemolens.nl/tenbruggencatenummer/00941,https://images.memorix.nl/rce/thumb/350x350/43c52f36-baf8-fac2-1a5e-d2a98c8a0a42.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/43c52f36-baf8-fac2-1a5e-d2a98c8a0a42.jpg,1759,95459,455368
1500,1501,De Korenschoof,Aalsmeerderbrug,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00942,https://zoeken.allemolens.nl/tenbruggencatenummer/00942,https://images.memorix.nl/rce/thumb/350x350/e7a1b41b-c521-42c3-4931-f755a4c5cd0f.jpg,korenmolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e7a1b41b-c521-42c3-4931-f755a4c5cd0f.jpg,1889,111606,476474
1501,1502,"Benthuizer Noord- en Zuidpolder, middelmolen/ Nr. 3",Benthuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00954,https://zoeken.allemolens.nl/tenbruggencatenummer/00954,https://images.memorix.nl/rce/thumb/350x350/26079ae3-46d6-04be-a7da-fdd04fcd7909.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/26079ae3-46d6-04be-a7da-fdd04fcd7909.jpg,1760,97567,457318
1502,1503,"Drooggemaakte Gelderswoudsche Polder, Gelderswoudsche Molen/ bovenmolen",Gelderswoude,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00959,https://zoeken.allemolens.nl/tenbruggencatenummer/00959,https://images.memorix.nl/rce/thumb/350x350/ce17cd48-e548-d71b-d870-1ddb4cd83aba.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ce17cd48-e548-d71b-d870-1ddb4cd83aba.jpg,1628,95104,456491
1503,1504,"Meeslouwerpolder, Meerburgermolen",Stompwijk,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00964,https://zoeken.allemolens.nl/tenbruggencatenummer/00964,https://images.memorix.nl/rce/thumb/350x350/ad502423-e504-2413-9ccb-2ae154aece0e.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ad502423-e504-2413-9ccb-2ae154aece0e.jpg,1850,91146,457917
1504,1505,"Bovenkerkerpolder, De Parel",Nes aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00971 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00971 b,https://images.memorix.nl/rce/thumb/350x350/c50c0552-8dd0-1a3f-254a-8b4380f9aed8.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c50c0552-8dd0-1a3f-254a-8b4380f9aed8.jpg,1766,120287,475584
1505,1506,"Bovenkerkerpolder, De Hoorn",Nes aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00971 c,https://zoeken.allemolens.nl/tenbruggencatenummer/00971 c,https://images.memorix.nl/rce/thumb/350x350/dc9ac9dc-4ed6-9eda-a703-3f753f869568.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/dc9ac9dc-4ed6-9eda-a703-3f753f869568.jpg,1860,120168,475771
1506,1507,"Bovenkerkerpolder, Cornelia Wilhelmina",Nes aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00971 f,https://zoeken.allemolens.nl/tenbruggencatenummer/00971 f,https://images.memorix.nl/rce/thumb/350x350/cef62a39-620e-c75c-2923-5aa5d9bacd35.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cef62a39-620e-c75c-2923-5aa5d9bacd35.jpg,1767,119836,475560
1507,1508,"Oostvlietpolder, Oostvlietmolen",Leiden,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00985 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00985 a,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=46426,poldermolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=46426,1748,92916,461121
1508,1509,"Belmermeer, De Belmermeermolen",Broek in Waterland,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00999 e,https://zoeken.allemolens.nl/tenbruggencatenummer/00999 e,https://images.memorix.nl/rce/thumb/350x350/a80b6b42-a8d7-5f3c-5c45-af918ee3fb59.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a80b6b42-a8d7-5f3c-5c45-af918ee3fb59.jpg,1737,129846,493030
1509,1510,"Griet- en Vriesekoopsepolder, Grietmolen/ Nr. 3",Leimuiden,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01002 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01002 a,https://images.memorix.nl/rce/thumb/350x350/cc692995-b0fc-3186-d569-37604357f264.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cc692995-b0fc-3186-d569-37604357f264.jpg,1744,105241,470405
1510,1511,"Nieuwkoopse Droogmakerij, 5e gang, bovenmolen nr. 5",Nieuwkoop,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01008 f,https://zoeken.allemolens.nl/tenbruggencatenummer/01008 f,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=46895,poldermolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=46895,1797,112042,460729
1511,1512,De Zandbeltermolen/ Molen van Gerritsen,Lettele,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01014,https://zoeken.allemolens.nl/tenbruggencatenummer/01014,https://images.memorix.nl/rce/thumb/350x350/401d2599-d53e-cd7a-21da-2f35d15a791f.jpg,korenmolen,Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/401d2599-d53e-cd7a-21da-2f35d15a791f.jpg,1846,212712,477991
1512,1513,Molen van Gerritsen,Okkenbroek,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01015,https://zoeken.allemolens.nl/tenbruggencatenummer/01015,https://images.memorix.nl/rce/thumb/350x350/713aa3b3-396a-06d5-5a88-a47a97f70ada.jpg,korenmolen,Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/713aa3b3-396a-06d5-5a88-a47a97f70ada.jpg,1852,218783,479494
1513,1514,Molen Slaghekke,Rijssen,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,01022,https://zoeken.allemolens.nl/tenbruggencatenummer/01022,https://images.memorix.nl/rce/thumb/350x350/bafad6f7-2558-cb83-ab20-ab8f0338cfbc.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bafad6f7-2558-cb83-ab20-ab8f0338cfbc.jpg,1897,232630,481161
1514,1515,Molen Van der Aast,Langeveen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01038,https://zoeken.allemolens.nl/tenbruggencatenummer/01038,https://images.memorix.nl/rce/thumb/350x350/4bee6813-46a6-785e-2eb0-de67daf6631a.jpg,korenmolen,Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4bee6813-46a6-785e-2eb0-de67daf6631a.jpg,1909,245114,497900
1515,1516,Molen van Trip/ Molen van Weggeman,Hengelo,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01038 c,https://zoeken.allemolens.nl/tenbruggencatenummer/01038 c,https://images.memorix.nl/rce/thumb/350x350/2206cfc7-a9d3-f5df-7db7-7d8190d8cb1f.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2206cfc7-a9d3-f5df-7db7-7d8190d8cb1f.jpg,1861,251316,475935
1516,1517,Molen van Willem Warmenhoven,Hillegom,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01045 e,https://zoeken.allemolens.nl/tenbruggencatenummer/01045 e,https://images.memorix.nl/rce/thumb/350x350/343fb8dc-8e62-f119-ea62-c9932ac8fe52.jpg,korenmolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/343fb8dc-8e62-f119-ea62-c9932ac8fe52.jpg,1826,100347,479379
1517,1518,De Vervanger,Edam,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01056 t,https://zoeken.allemolens.nl/tenbruggencatenummer/01056 t,https://images.memorix.nl/rce/thumb/350x350/5f83caa8-58af-e42e-bb43-c1a053d93383.jpg,korenmolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5f83caa8-58af-e42e-bb43-c1a053d93383.jpg,1854,131527,502614
1518,1519,De Hoop,Linschoten,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01057 hh,https://zoeken.allemolens.nl/tenbruggencatenummer/01057 hh,https://images.memorix.nl/rce/thumb/350x350/422649f1-1f6b-f3bf-0572-ab1e4b8f3d35.jpg,korenmolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/422649f1-1f6b-f3bf-0572-ab1e4b8f3d35.jpg,1895,121955,453302
1519,1520,De Horst,Doorn,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01070 f,https://zoeken.allemolens.nl/tenbruggencatenummer/01070 f,https://images.memorix.nl/rce/thumb/350x350/7ebdbdd5-0280-1881-22f4-70714165de46.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7ebdbdd5-0280-1881-22f4-70714165de46.jpg,1890,149041,450387
1520,1521,"Broek en Lage Biezen, Broekse-, Hoekse- of Grote Molen (3e)",IJsselstein,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01074 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01074 a,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,poldermolen, ,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,1801,127501,450879
1521,1522,De Verwachting/ Van Eck,Harmelen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01075,https://zoeken.allemolens.nl/tenbruggencatenummer/01075,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,korenmolen, ,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,1868,126427,455803
1522,1523,Olie-watermolen/ Spaubekeroliemolen,Spaubeek,watermolen,oliemolen,watergedreven molen,restant,geen  rijksmonument,01113 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01113 a,https://images.memorix.nl/rce/thumb/350x350/af3b0e24-a2c5-b7f1-9ed8-4cb3308f0b60.jpg,industriemolen,Mirthe van Veen (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/af3b0e24-a2c5-b7f1-9ed8-4cb3308f0b60.jpg,1800,187797,328637
1523,1524,Onderste Molen,Schinveld,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,01118 b,https://zoeken.allemolens.nl/tenbruggencatenummer/01118 b,https://images.memorix.nl/rce/thumb/350x350/edb2524c-f54c-7b42-9632-f6c5a54e38ba.jpg,korenmolen,L.M. Tangel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/edb2524c-f54c-7b42-9632-f6c5a54e38ba.jpg,1771,196379,330987
1524,1525,Rimburgermolen/ Kasteelmolen,Rimburg,watermolen,"korenmolen, oliemolen",watergedreven molen,restant,geen  rijksmonument,01119 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01119 a,https://images.memorix.nl/rce/thumb/350x350/f64dc7fb-0da4-ded8-6547-0a0a1fdf7321.jpg,koren-/industriemolen,L.M. Tangel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f64dc7fb-0da4-ded8-6547-0a0a1fdf7321.jpg,1791,204255,325259
1525,1526,Caumeroliemolen,Heerlen,watermolen,oliemolen,watergedreven molen,restant,geen  rijksmonument,01122 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01122 a,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,industriemolen, ,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,1562,197892,321157
1526,1527,K5pkesmolen,Heerlen,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,01126,https://zoeken.allemolens.nl/tenbruggencatenummer/01126,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=8987,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=8987,1870,194572,324461
1527,1528,De Broekmolen/De Drakenmolen,Hoensbroek,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,01127,https://zoeken.allemolens.nl/tenbruggencatenummer/01127,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=8998,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=8998,1370,192001,325372
1528,1529,Kathagermolen,Vaesrade,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,01127 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01127 a,https://images.memorix.nl/rce/thumb/350x350/9d54048b-8159-9996-82ef-4748508aa915.jpg,korenmolen,L.M. Tangel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9d54048b-8159-9996-82ef-4748508aa915.jpg,1800,190704,326564
1529,1530,Brommeldermolen,Swier,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,01128,https://zoeken.allemolens.nl/tenbruggencatenummer/01128,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=9008,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=9008,1750,191922,324343
1530,1531,Eyckholtermolen/ Eyckendermolen/ Eikendermolen,Heerlen,watermolen,volmolen,watergedreven molen,restant,geen  rijksmonument,01130,https://zoeken.allemolens.nl/tenbruggencatenummer/01130,https://images.memorix.nl/rce/thumb/350x350/77096640-a411-f0d2-ffb5-7f2f297173a7.jpg,industriemolen,G.Th. Delemarre (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/77096640-a411-f0d2-ffb5-7f2f297173a7.jpg,1468,195142,322050
1531,1532,De Oude Molen bij Lemiers,Lemiers,watermolen,"korenmolen, slijpmolen, later korenmolen, volmolen",watergedreven molen,restant,geen  rijksmonument,01136 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01136 a,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,koren-/industriemolen, ,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,1800,198085,310848
1532,1533,"Eerste Bedijking der Mijdrechtse Droogmakerij, Molen Nr. 6",Mijdrecht,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01154 l,https://zoeken.allemolens.nl/tenbruggencatenummer/01154 l,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=49688,poldermolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=49688,1806,118312,469426
1533,1534,De Hoop,Overschie,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01168,https://zoeken.allemolens.nl/tenbruggencatenummer/01168,https://images.memorix.nl/rce/thumb/350x350/8780fa7e-a144-6533-caad-37f3944b20d7.jpg,korenmolen,G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8780fa7e-a144-6533-caad-37f3944b20d7.jpg,1712,88330,440222
1534,1535,Molen van Bregman,Kethel,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,01175 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01175 a,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,korenmolen, ,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,1879,85754,437873
1535,1536,"West Abtspolder, West Abtsmolen (2e)",Kethel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01176 a,https://zoeken.allemolens.nl/tenbruggencatenummer/01176 a,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=50455,poldermolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=50455,1875,86046,438624
1536,1537,"Polder Zuilichem, De Bruchemsche Watermolen",Bruchem,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01179 f,https://zoeken.allemolens.nl/tenbruggencatenummer/01179 f,https://images.memorix.nl/rce/thumb/350x350/c09cff6f-360d-fd6c-15ff-1d6074e459e0.jpg,poldermolen,Mirthe van Veen (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c09cff6f-360d-fd6c-15ff-1d6074e459e0.jpg,1740,142602,422086
1537,1538,"Polder Veen, Veense Molen",Veen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01192,https://zoeken.allemolens.nl/tenbruggencatenummer/01192,https://images.memorix.nl/rce/thumb/350x350/f14a6905-8499-d546-9912-9c33f5b2ce8f.jpg,poldermolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f14a6905-8499-d546-9912-9c33f5b2ce8f.jpg,1891,131676,419950
1538,1539,"Polder Reeuwijk, Reeuwijksemolen/ Gouwemolen",Gouda,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,01214 b,https://zoeken.allemolens.nl/tenbruggencatenummer/01214 b,https://images.memorix.nl/rce/thumb/350x350/86246700-46e0-dbdb-a36c-b937796363db.jpg,poldermolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/86246700-46e0-dbdb-a36c-b937796363db.jpg,1832,109210,448455
1539,1540,De Ouwenoord [?]/ Kouwe oord/ Molen Lamers,Velp,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,01223,https://zoeken.allemolens.nl/tenbruggencatenummer/01223,https://images.memorix.nl/rce/thumb/350x350/d16bf626-1435-5c9b-a056-d4d7265497f1.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d16bf626-1435-5c9b-a056-d4d7265497f1.jpg,1914,179024,417686
1540,1541,Molen Kisjes/ De Hoop,Hierden,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,01238,https://zoeken.allemolens.nl/tenbruggencatenummer/01238,https://images.memorix.nl/rce/thumb/350x350/800c8869-ca2e-9aaa-781e-fe786873d5b0.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/800c8869-ca2e-9aaa-781e-fe786873d5b0.jpg,1913,176038,484588
1541,1542,Molen Mulder (2e),Rouveen,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,01257,https://zoeken.allemolens.nl/tenbruggencatenummer/01257,https://images.memorix.nl/rce/thumb/350x350/ce62d3f3-e99e-faef-919e-d53222d21881.jpg,koren-/industriemolen,Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ce62d3f3-e99e-faef-919e-d53222d21881.jpg,1854,208900,515785
