OID_,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,FOTOGRAAF,FOTO_GROOT,BOUWJAAR,x,y
1431,1432,"De Ronde Veenen/ Polder Veldzijde, Driehuizer Molen",Wilnis,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00019,https://zoeken.allemolens.nl/tenbruggencatenummer/00019,https://images.memorix.nl/rce/thumb/350x350/1aa8db17-852f-a29d-78d7-a7eb345748a2.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1aa8db17-852f-a29d-78d7-a7eb345748a2.jpg,1667,117847,466027
1432,1433,"Voordijkschepolder, Noordsche Wip",Zevenhoven,windmolen,poldermolen,wipmolen,restant,geen  rijksmonument,00019 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00019 a,https://images.memorix.nl/rce/thumb/350x350/9cc80804-a50c-cc81-c530-879334126dda.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9cc80804-a50c-cc81-c530-879334126dda.jpg,1624,118842,465581
1433,1434,Molen van Van Zijl/ De Heul,Bunnik,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00088,https://zoeken.allemolens.nl/tenbruggencatenummer/00088,https://images.memorix.nl/rce/thumb/350x350/cb56a05e-4517-421d-1b9e-ddfe01b6056c.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cb56a05e-4517-421d-1b9e-ddfe01b6056c.jpg,1800,142223,453107
1434,1435,Holkermolen,Nijkerk,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00091,https://zoeken.allemolens.nl/tenbruggencatenummer/00091,https://images.memorix.nl/rce/thumb/350x350/8fc673e1-5cd4-2bd5-28d7-7c9c7da41d80.jpg,korenmolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8fc673e1-5cd4-2bd5-28d7-7c9c7da41d80.jpg,1800,160824,470560
1435,1436,De Dankbaarheid/ De Vlasblom,Scherpenzeel,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00097,https://zoeken.allemolens.nl/tenbruggencatenummer/00097,https://images.memorix.nl/rce/thumb/350x350/cb05a703-bc3e-1be9-4024-bab5468c1275.jpg,korenmolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cb05a703-bc3e-1be9-4024-bab5468c1275.jpg,1912,160503,454678
1436,1437,"Eilandspolder, Westermolen/ Leymolen",Driehuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00161 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00161 a,https://images.memorix.nl/rce/thumb/350x350/c1ef7985-dda0-99d7-db02-eb7e5b69d0ce.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c1ef7985-dda0-99d7-db02-eb7e5b69d0ce.jpg,1625,115021,509862
1437,1438,Molen van Fick/ Eschse Molen,Esch,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00178 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00178 a,https://images.memorix.nl/rce/thumb/350x350/fb97a013-13d0-d85b-a681-34d64827010b.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/fb97a013-13d0-d85b-a681-34d64827010b.jpg,1875,148479,402687
1438,1439,Boonesmolen,Weert,windmolen,"korenmolen, pelmolen, oliemolen",beltmolen,restant,geen  rijksmonument,00181,https://zoeken.allemolens.nl/tenbruggencatenummer/00181,https://images.memorix.nl/rce/thumb/350x350/e33e03f0-e293-fc9f-f6e2-6f0a4a190cd1.jpg,koren-/industriemolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e33e03f0-e293-fc9f-f6e2-6f0a4a190cd1.jpg,1855,177147,362090
1439,1440,Linnermolen (water),Linne,watermolen,onbekend,watergedreven molen,restant,geen  rijksmonument,00200 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00200 a,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,onbekend, ,https://rce.webgispublisher.nl/user/uploads/logos/geen_foto_beschikbaar.jpg,1832,192595,351313
1440,1441,Linnermolen (wind),Linne,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00201,https://zoeken.allemolens.nl/tenbruggencatenummer/00201,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=1665,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=1665,1800,192670,351342
1441,1442,Molen op de Swalm/ St. Lambertus,Swalmen,watermolen,"korenmolen, oliemolen",watergedreven molen,restant,geen  rijksmonument,00206,https://zoeken.allemolens.nl/tenbruggencatenummer/00206,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=1801,koren-/industriemolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=1801,1786,200193,360342
1442,1443,Oliemolen,Meerlo,watermolen,"oliemolen, runmolen",watergedreven molen,restant,geen  rijksmonument,00226,https://zoeken.allemolens.nl/tenbruggencatenummer/00226,https://images.memorix.nl/rce/thumb/350x350/7e4a089d-4fa0-a38e-eabd-dde0f63681a2.jpg,industriemolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7e4a089d-4fa0-a38e-eabd-dde0f63681a2.jpg,1832,203600,390960
1443,1444,Op Hoop van Zegen/ De Verandering,Sambeek,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00232,https://zoeken.allemolens.nl/tenbruggencatenummer/00232,https://images.memorix.nl/rce/thumb/350x350/92a67e14-8665-c9d4-03b6-31db47e339e8.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/92a67e14-8665-c9d4-03b6-31db47e339e8.jpg,1902,195540,404635
1444,1445,Molen van Jutphaas/ De Batavier,Jutphaas,windmolen,"korenmolen, pelmolen",wipmolen,restant,geen  rijksmonument,00247 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00247 b,https://images.memorix.nl/rce/thumb/350x350/535d14df-166e-8f43-f838-a8e3666bf64e.jpg,koren-/industriemolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/535d14df-166e-8f43-f838-a8e3666bf64e.jpg,1680,134646,449449
1445,1446,"Groot-Duivendrechtsepolder (hoge deel), Weideheuvel/ Strandvliet",Ouderkerk aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00280 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00280 a,https://images.memorix.nl/rce/thumb/350x350/2016c4ba-ded1-a960-448a-95086b694c4b.jpg,poldermolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2016c4ba-ded1-a960-448a-95086b694c4b.jpg,1722,122615,481200
1446,1447,Polder Kamerhop,De Rijp,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00310,https://zoeken.allemolens.nl/tenbruggencatenummer/00310,https://images.memorix.nl/rce/thumb/350x350/48a020e1-1e51-09f1-5ea6-c892a93186df.jpg,poldermolen,G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/48a020e1-1e51-09f1-5ea6-c892a93186df.jpg,1823,117478,506124
1447,1448,Molen van Van de Wouw,Loon op Zand,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00366,https://zoeken.allemolens.nl/tenbruggencatenummer/00366,https://images.memorix.nl/rce/thumb/350x350/624d5250-43df-78c3-1363-71b8c1241c0c.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/624d5250-43df-78c3-1363-71b8c1241c0c.jpg,1867,135177,403371
1448,1449,Korenmolen van De Heus/ Tolmolen,Barneveld,watermolen,hennepklopper,watergedreven molen,restant,geen  rijksmonument,00386,https://zoeken.allemolens.nl/tenbruggencatenummer/00386,https://images.memorix.nl/rce/thumb/350x350/8b1b173b-b8b9-4fc5-f4a4-d32bb9203d0c.jpg,industriemolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8b1b173b-b8b9-4fc5-f4a4-d32bb9203d0c.jpg,1600,167417,460518
1449,1450,Watermolen van Wijnen,Laag-Soeren,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,00390,https://zoeken.allemolens.nl/tenbruggencatenummer/00390,https://images.memorix.nl/rce/thumb/350x350/086feea5-79cf-bb2a-485b-51b66ffb2d6a.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/086feea5-79cf-bb2a-485b-51b66ffb2d6a.jpg,1805,202576,454790
1450,1451,Aeolus,Steenderen,windmolen,korenmolen,grondzeiler,restant,geen  rijksmonument,00395,https://zoeken.allemolens.nl/tenbruggencatenummer/00395,https://images.memorix.nl/rce/thumb/350x350/38c16020-bece-458b-afd2-cbe02df285ca.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/38c16020-bece-458b-afd2-cbe02df285ca.jpg,1860,210387,452768
1451,1452,Jolinksmolen,Toldijk,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00396 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00396 a,https://images.memorix.nl/rce/thumb/350x350/355a0fd6-9068-2720-b4ee-4686eeff4c34.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/355a0fd6-9068-2720-b4ee-4686eeff4c34.jpg,1855,212470,451950
1452,1453,Molen Van den Brink,Wichmond,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00398,https://zoeken.allemolens.nl/tenbruggencatenummer/00398,https://images.memorix.nl/rce/thumb/350x350/f436db76-0fbb-2449-9410-e18c9c0a23c3.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f436db76-0fbb-2449-9410-e18c9c0a23c3.jpg,1855,215415,454478
1453,1454,Molen Lammers,Empe,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00404 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00404 a,https://images.memorix.nl/rce/thumb/350x350/3456525d-da2b-69f5-9c9d-5b5f2ee344e2.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3456525d-da2b-69f5-9c9d-5b5f2ee344e2.jpg,1836,206554,463600
1454,1455,De Koe/ Fekkesmole/ Doltemolen,Workum/ Warkum,windmolen,zaagmolen,stellingmolen,restant,geen  rijksmonument,00414,https://zoeken.allemolens.nl/tenbruggencatenummer/00414,https://images.memorix.nl/rce/thumb/350x350/393b0220-3917-1c73-ef54-fbb559c0a02f.jpg,zaagmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/393b0220-3917-1c73-ef54-fbb559c0a02f.jpg,1647,159236,554980
1455,1456,Molen van Van Anken,Lutjegast,windmolen,"roggemolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00428,https://zoeken.allemolens.nl/tenbruggencatenummer/00428,https://images.memorix.nl/rce/thumb/350x350/7a838015-b37d-8f63-ada4-1bcb263739cb.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7a838015-b37d-8f63-ada4-1bcb263739cb.jpg,1856,213450,583633
1456,1457,Molen Woldring,Noordwolde,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00466,https://zoeken.allemolens.nl/tenbruggencatenummer/00466,https://images.memorix.nl/rce/thumb/350x350/f4a8bba6-41fe-95b1-9d82-8e674e63adb0.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f4a8bba6-41fe-95b1-9d82-8e674e63adb0.jpg,1854,235979,588666
1457,1458,Molen van Wiersema/ Garage A.J. Stalman,Zuidwolde,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00467,https://zoeken.allemolens.nl/tenbruggencatenummer/00467,https://images.memorix.nl/rce/thumb/350x350/9870a549-fa3f-e92e-b3d8-5a9d87441401.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9870a549-fa3f-e92e-b3d8-5a9d87441401.jpg,1848,235373,586521
1458,1459,De Meeuw,Groningen,windmolen,"pelmolen, oliemolen",stellingmolen,restant,geen  rijksmonument,00468 d,https://zoeken.allemolens.nl/tenbruggencatenummer/00468 d,https://images.memorix.nl/rce/thumb/350x350/e12d5a1a-2a38-430a-c5d2-ac1e2a828b84.jpg,industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e12d5a1a-2a38-430a-c5d2-ac1e2a828b84.jpg,1700,235312,582392
1459,1460,Bijo/ Molen van Tromp/ Molen van Luttikhold/ Molen van Koo,Warffum,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00495,https://zoeken.allemolens.nl/tenbruggencatenummer/00495,https://images.memorix.nl/rce/thumb/350x350/f956f5dc-fcc8-1060-0b84-b403c09717b8.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f956f5dc-fcc8-1060-0b84-b403c09717b8.jpg,1856,232791,601840
1460,1461,Molen Ridder,Sint-Annen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00522,https://zoeken.allemolens.nl/tenbruggencatenummer/00522,https://images.memorix.nl/rce/thumb/350x350/e556aca5-551b-cde9-90b7-671d9496944e.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e556aca5-551b-cde9-90b7-671d9496944e.jpg,1883,240172,590819
1461,1462,Molen Beeuwen,Midwolda,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00556,https://zoeken.allemolens.nl/tenbruggencatenummer/00556,https://images.memorix.nl/rce/thumb/350x350/059351ff-b20d-2703-489b-4a0e3ea6a07a.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/059351ff-b20d-2703-489b-4a0e3ea6a07a.jpg,1844,263275,579928
1462,1463,Molen Vissinga/ Molen van Stavoren,Oude Pekela,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00575,https://zoeken.allemolens.nl/tenbruggencatenummer/00575,https://images.memorix.nl/rce/thumb/350x350/454904ba-00ed-11c3-fb12-04ae9c436190.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/454904ba-00ed-11c3-fb12-04ae9c436190.jpg,1831,262007,568345
1463,1464,Molen Mulder,Veendam,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00578,https://zoeken.allemolens.nl/tenbruggencatenummer/00578,https://images.memorix.nl/rce/thumb/350x350/cdbceb39-00ec-bdd4-e8bd-6d884745570e.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cdbceb39-00ec-bdd4-e8bd-6d884745570e.jpg,1898,255410,571358
1464,1465,(koren- en pelmolen),Musselkanaal,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00581 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00581 a,https://images.memorix.nl/rce/thumb/350x350/0da03811-a20a-5d32-ef6d-37253a8f3d88.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0da03811-a20a-5d32-ef6d-37253a8f3d88.jpg,1854,264599,549880
1465,1466,Molen van Jan Meyer/ Kamping-Tammes/ Lange Jan,Vlagtwedde,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00586 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00586 b,https://images.memorix.nl/rce/thumb/350x350/4148c045-7e17-6a78-8eec-f0099046d30e.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4148c045-7e17-6a78-8eec-f0099046d30e.jpg,1856,270577,561271
1466,1467,Molen Swabedissen,Hellum,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00606,https://zoeken.allemolens.nl/tenbruggencatenummer/00606,https://images.memorix.nl/rce/thumb/350x350/eafa31e2-4c96-9e6e-2a53-a635d79d91e2.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/eafa31e2-4c96-9e6e-2a53-a635d79d91e2.jpg,1798,252636,585072
1467,1468,Windlust/ Molen v. Begeman,Siddeburen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00608,https://zoeken.allemolens.nl/tenbruggencatenummer/00608,https://images.memorix.nl/rce/thumb/350x350/600dc397-d895-1bd7-2599-526fce9a5565.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/600dc397-d895-1bd7-2599-526fce9a5565.jpg,1871,254056,585484
1468,1469,Aeolus,Termunten,windmolen,koren- pelmolen,8-kante stellingmolen,restant,geen  rijksmonument,00644,https://zoeken.allemolens.nl/tenbruggencatenummer/00644,https://images.memorix.nl/rce/thumb/350x350/6261b7a8-d027-75e1-4028-d7f51433ec57.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6261b7a8-d027-75e1-4028-d7f51433ec57.jpg,1890,265333,591208
1469,1470,Molen Bulder,Westerlee,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00650,https://zoeken.allemolens.nl/tenbruggencatenummer/00650,https://images.memorix.nl/rce/thumb/350x350/c1dcd304-e826-95b5-a44a-186bef458f40.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c1dcd304-e826-95b5-a44a-186bef458f40.jpg,1852,262094,574247
1470,1471,Molen van Leugs,Garmerwolde,windmolen,"korenmolen, pelmolen, tijdelijk ook zaagmolen",stellingmolen,restant,geen  rijksmonument,00664 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00664 a,https://images.memorix.nl/rce/thumb/350x350/58191058-c74d-02de-d61b-32cbe89ba0af.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/58191058-c74d-02de-d61b-32cbe89ba0af.jpg,1852,239709,584867
1471,1472,Molen Smid/ Molen Busch,Assen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00687,https://zoeken.allemolens.nl/tenbruggencatenummer/00687,https://images.memorix.nl/rce/thumb/350x350/2d6d2182-8bd5-a98e-8287-26a8bcd76206.jpg,korenmolen,Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2d6d2182-8bd5-a98e-8287-26a8bcd76206.jpg,1808,233812,557631
1472,1473,Veldhovense molen (2e)/ Teurlingsmolen,Tilburg,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00703,https://zoeken.allemolens.nl/tenbruggencatenummer/00703,https://images.memorix.nl/rce/thumb/350x350/f2ae65a2-67d6-0aa9-dc90-bb03f7392e8a.jpg,korenmolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f2ae65a2-67d6-0aa9-dc90-bb03f7392e8a.jpg,1889,134799,397627
1473,1474,"Waardassackerpolder, Molen De Waard",Abcoude,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00762 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00762 b,https://images.memorix.nl/rce/thumb/350x350/bafae736-4054-8b49-7e49-d7545069d613.jpg,poldermolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bafae736-4054-8b49-7e49-d7545069d613.jpg,1671,124814,475367
1474,1475,De Katuil/ De Welgelegen,Wognum,windmolen,korenmolen,grondzeiler,restant,geen  rijksmonument,00771,https://zoeken.allemolens.nl/tenbruggencatenummer/00771,https://images.memorix.nl/rce/thumb/350x350/def3d2e9-d3d4-5104-50f4-84014d0de804.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/def3d2e9-d3d4-5104-50f4-84014d0de804.jpg,1879,127418,521456
1475,1476,De Herder/ De Molen van Bram Verweij,Willeskop,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00819,https://zoeken.allemolens.nl/tenbruggencatenummer/00819,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6438,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6438,1904,120576,448202
1476,1477,Polder Blommendaal/ Blommendaalse Molen/ Bloemendaalse molen,Noordeloos,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00832 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00832 a,https://images.memorix.nl/rce/thumb/350x350/628237a5-e198-cdf5-4d10-8afb417eff7b.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/628237a5-e198-cdf5-4d10-8afb417eff7b.jpg,1792,124621,434749
1477,1478,"Polder Herwijnen, Hooglandse Watermolen (2e)",Herwijnen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00842,https://zoeken.allemolens.nl/tenbruggencatenummer/00842,https://images.memorix.nl/rce/thumb/350x350/5ea0f8b2-35b8-908d-6152-99af19249e9e.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5ea0f8b2-35b8-908d-6152-99af19249e9e.jpg,1878,134744,427646
1478,1479,"Monnikenmeer, Dijksbrug Watermolen",Broek in Waterland,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00849 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00849 a,https://images.memorix.nl/rce/thumb/350x350/93fd3b9c-22ee-c38b-b5df-953a40b771a2.jpg,poldermolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/93fd3b9c-22ee-c38b-b5df-953a40b771a2.jpg,1863,130312,495796
1479,1480,De Ceres/ Molen Peters,Loo,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00858,https://zoeken.allemolens.nl/tenbruggencatenummer/00858,https://images.memorix.nl/rce/thumb/350x350/860f0d37-49da-4a2a-12ef-9735df92d0b8.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/860f0d37-49da-4a2a-12ef-9735df92d0b8.jpg,1865,196340,438091
1480,1481,De Ooijse Kroon/Molen Maenen,Ooij,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00861,https://zoeken.allemolens.nl/tenbruggencatenummer/00861,https://images.memorix.nl/rce/thumb/350x350/95a0acdf-a415-1760-83c7-f437e618e6bd.jpg,korenmolen,Maarten de Graad (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/95a0acdf-a415-1760-83c7-f437e618e6bd.jpg,1878,201194,437142
1481,1482,Molen Baas,Zevenaar,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00863,https://zoeken.allemolens.nl/tenbruggencatenummer/00863,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45660,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45660,1885,202211,438747
1482,1483,Molen van Berntsen/ Molen ten Benzel,Loerbeek,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00867 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00867 a,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45667,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45667,1845,210932,437168
1483,1484,(beltmolen),Wehl,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00869,https://zoeken.allemolens.nl/tenbruggencatenummer/00869,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6828,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6828,1847,212279,441926
1484,1485,Reyrinksmolen,Silvolde,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00875,https://zoeken.allemolens.nl/tenbruggencatenummer/00875,https://images.memorix.nl/rce/thumb/350x350/1586729d-fd9e-88d5-70aa-eee27c3df300.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1586729d-fd9e-88d5-70aa-eee27c3df300.jpg,1862,222936,436985
1485,1486,Ottink's molen,Stepelo,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00887 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00887 a,https://images.memorix.nl/rce/thumb/350x350/ee00756e-a2f6-6c9b-74f9-7fb9e06bc1d3.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ee00756e-a2f6-6c9b-74f9-7fb9e06bc1d3.jpg,1857,246416,467736
1486,1487,De Hoop/ Molen Reudink,Lochem,windmolen,"korenmolen, oliemolen, runmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00890 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00890 b,https://images.memorix.nl/rce/thumb/350x350/987f9c79-6637-89d3-a9a4-c57dad63191a.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/987f9c79-6637-89d3-a9a4-c57dad63191a.jpg,1825,225866,464289
1487,1488,(watermolen),Ruurlo,watermolen,"korenmolen, oliemolen",watergedreven molen,restant,geen  rijksmonument,00892 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00892 a,https://images.memorix.nl/rce/thumb/350x350/4de06206-66fe-a586-00a1-0e4785e40cde.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4de06206-66fe-a586-00a1-0e4785e40cde.jpg,1600,227456,454993
1488,1489,Waterradmolen te Vorden,Vorden,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,00892 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00892 b,https://images.memorix.nl/rce/thumb/350x350/d5e5337a-0825-af46-1a5f-b7731710e3e7.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d5e5337a-0825-af46-1a5f-b7731710e3e7.jpg,1714,219222,457344
1489,1490,Molen Dommerholt,Epse,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00915,https://zoeken.allemolens.nl/tenbruggencatenummer/00915,https://images.memorix.nl/rce/thumb/350x350/a89b060a-0ddf-ae21-5bce-076f00553aa5.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a89b060a-0ddf-ae21-5bce-076f00553aa5.jpg,1838,210154,471200
1490,1491,Hennepermolen/ Hunneper molen (2e),Deventer,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00916,https://zoeken.allemolens.nl/tenbruggencatenummer/00916,https://images.memorix.nl/rce/thumb/350x350/8101206a-0c3a-bf9a-08ef-463e5b7fe1bd.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8101206a-0c3a-bf9a-08ef-463e5b7fe1bd.jpg,1889,209918,473941
